"sentiment","text"
"negative","seit fucking monaten und anstatt das meine gefhlte dir gegenber weniger werden werden sie tag fr tag immer mehr "
"positive","hat gtze nen milchzahn verloren   skybundesliga  fcbbsc d"
"positive","highspeed hlt diesen monat verdchtig lang o o"
"neutral","was stronach bringt geld todesstrafe hoffnung "
"neutral","bitte kommt nach kln  "
"neutral"," der bessere  stronach zumindest was sein eigenes programm anlangt  wahlarena"
"neutral","frauenfuball sonntag pokalrevanche union bergen meldet zweite mannschaft "
"neutral","leute ernsthaft "
"neutral","energiemanagement senkt kosten der zweiten miete "
"neutral","werder muss weiter konsolidieren "
"neutral","tagesvorschau was freitag wichtig wird eurostat berichtet ber die inflation in europa steinbrck und merke "
"negative"," richtig kacke gleich gehts los oo"
"neutral","medienbericht afdlandesverbnde frchten rechte unterwanderung "
"positive","der tisch lt d  lptlive  elektrotitte "
"positive","find halt so geil kein hollywood filmmacher wird mit einem einem in zahlen terabyte auskommen keiner "
"neutral","  mp  music zeitgeist illusion of light "
"neutral","sg egelspopens unterliegt tura westrhauderfehn verdient mit toren "
"neutral","interims management mieten sie einen property operationen business vorteile und nachteile "
"neutral","face cam d link wireless g dwa desktop adapter hp pavilion dv er "
"negative","irgendwie war dieses  meinbezirkdingens letzte woche interessanter "
"neutral","germany deutsches third reich used of set mi   stamp  war"
"neutral"," im museum vor alten aktenstcken des jahrhunderts ber die filigranen handschriften staunen neidisch werden auf die gro"
"neutral","tag unsere programm schritte zur gesunden ernhrung  ernhrung  gesundheit  abnehmen  dit"
"neutral","aufgerstete konkurrenz jagt meister miami"
"neutral"," frankfurter  polizei entwickelt sich immer mehr zu einem demokratisch nicht kontrollierbaren apparat "
"neutral","  boing monster high compilations  einsfestival einsweiter gefragt  zdfneo hallo robbie  "
"neutral"," video snowden schrt neuen verdacht deutsche firmen helfen aktiv beim aussphen "
"positive"," lmao xdddd glaub keiner fand die gut auer er vllt"
"neutral"," korrekt aber das bild dass von slle stammt geht den versuch ein auferstehung frs leben zu bersetzen gottes hilft mit "
"neutral","  empfehlung verdchtige und andere katastrophen von susanne ulrike maria albrecht "
"neutral","vergissmeinnicht"
"positive"," trum romantisch unter einem himmel voller geigen "
"positive"," beste ovo fest gestern nacht per twitter mitverfolgt haha zu krass kanye diddy wayne cole asap "
"neutral"," am rechner geht dem der adobe client aufm handy will nicht"
"neutral","polwaf beckumneubeckum trickdiebe stehlen schmuck "
"negative","oh oh das nein nehmt es nicht ernst creepy ich ich bin dann mal irgendein asylum aufsuchen "
"neutral"," mssen dann eigentlich auch alte schlager umgetextet und neu eingesungen werden  sintiundromajunge sintiundromajun"
"negative","  stress  exam  deutsch  telecomlille"
"neutral"," nicht auf dem soundtrack  ed sheeran wollte musik fr hunger games machen "
"positive","eine schne runde was das gestern in aukrug  hier ein eindruck  weitere bilder seht ihr hier "
"neutral","gutschein updateedited kinderbutt gutschein bei kinderbutt eur sparen dank gutscheincode "
"neutral"," falsch keine fehlentscheidung er tritt sich nicht selbst ins bein ohne berhrt zu werden  mller  froger"
"neutral"," nicht nicht mein problem was die weltpolizei da mit ihrem geld macht"
"neutral","aeg lavamat fehlermeldung c "
"neutral"," stimme zu aktualisiere schon stndig die seite "
"positive","wochenende leute gehen feiern die nerds sitzen zu hause wer hat bock auf ne runde dark souls livestream  "
"positive"," anderes sagen kann als denen nach dem mund zu reden und alles in den himmel zu heben "
"neutral","neue enthllungsplattform ebaygrnder omidyar tritt gegen traditionelle medien an spiegel online "
"neutral","  startupwettbewerb honoriert zukunftsweisende bigdatageschftskonzepte  awards"
"neutral","ksta kommentar fehler gehren zum spiel  bayer  leverkusen"
"neutral","erfolge der bereits verkauften pferde aus unserer zucht bzw aufzucht "
"negative","noch irgendwelche vernnftigen wnsche  "
"neutral","ok das erste problem ist gelst fehlt nur eine lsung fr das hunger problem "
"neutral","  orf desperate housewives  srf top gear  sat nzz format  arte twin peaks  wdr lokalzeit aus aachen"
"neutral","mifelder sieht keine militrische lsung in syrien "
"neutral","tagesplan duschen frhstck infostand aufbau sommerfest orga sommerfest abbau sommerfest bett "
"negative"," voll romantisch und so traurig dabei keine ironie  "
"neutral","i posted photos on facebook in the album die schnsten bilder aus dem top "
"neutral"," meine these aktueller stand minus eins "
"positive"," glcklicher "
"negative"," hier nochmal ofiziell wir haben im abgeordnetenhaus berlin eine ag hass kurz agh berlin etabliert "
"neutral"," gladbecker geiseldrama stunden staatsversagen von reiner burger "
"positive"," gerne dann noch viel spa bei  underthedome und wenn noch nicht geguckt dann freitags abends  supernatural   "
"neutral","moulinex jug entsafter xxl elektrische saftpresse obstpresse juicer w "
"negative"," soll tun was er fr richtig hlt dennoch sei mir erlaubt nicht glcklich zu sein wenn wmspieler verkauft werden  gomez  gustavo"
"neutral","ich habe ein positiv bewertet landon austin ready for anything original song official"
"neutral","flirten  spa haben  geschlecht female alter plz xxxx stadt salez lang ch beziehung single neigung hetero "
"positive","gute besserung der neuzugang fehlt wohl bis mitte november "
"positive"," lmao ich lach mich schlapp"
"positive"," oje        sieht doch cool aus"
"neutral"," fhrungsstreit beendet bertechnikchef amann abgesetzt "
"negative","krper macht grad schlapp was soll das "
"neutral","goldener reis ausgerupft philippinische bauern beenden feldversuch "
"negative"," rgert mich immer noch dass die einzigen mit gutem internet einen schlechten support haben "
"positive"," natrlich eine die macht doch nicht gleich zwei auf  wein"
"positive"," pep  guardiola gnnt seinen spielern nach dem sieg ber hertha bsc einen freien tag und hat die morgige trainingseinheit "
"neutral","klassiker der gegenwartslyrik elke erb  veranstaltung "
"neutral","dark eras hier wird das geheimnis der inselkriege gelftet   darkeras  facebook  browsergame "
"neutral","casco  reithelm passion plus plus schwarz matt helmgrsse s cm  reithelm   casco  plus  schwarz"
"neutral"," wenn ihre oma uns beim sex erwischt erhng ich mich ok  ok  "
"positive"," danke dir tut gut zu haus zu sein "
"neutral","wer alles kann muss alles machen kennen sie die  geheimnisse erfolgreichen delegierens  "
"negative"," k im out"
"neutral","diskriminierung im sonderpostenmarkt laden heit nur eubrger willkommen "
"positive","awww die sieht whrend des schlafens voll niedlich aus x"
"neutral","mit erfolg zum erfolg agentur amateur "
"neutral"," sehs schon auer riesig schaut er nach nicht viel an "
"neutral"," die wahl der qual steht jedem offen "
"negative","  totalschaden einfach leider "
"neutral"," nein natrlich nicht"
"neutral","was macht eigentlich ein vermgensberater wie macht er es und v a warum braucht eigentlich jeder einen   diese "
"neutral","angebot ernsthafter und ehrlicher darlehen zwischen privatperson duisburg aufgrund der wirtschaftlichen fin "
"neutral"," wollte man aber nicht setzt mal jemand in die erste reihe"
"neutral"," wei nicht im april meinte schulz noch eu hat nobelpreis zurecht nationalstaaten zustndig eu trifft keine schuld  lampedusa"
"negative"," warum wollt ihr alle keinen sommer mehr haben  oo"
"neutral","fitness first gegen billigvertrge bauch beine schmu fitness first erzrnt seine kunden tausenden mitgli "
"neutral","kunden kaufen hochwertige digitalkameras smartphones verdrngen kompaktkameras der umsatzvon einfachen bil "
"positive"," lol how um bein ah thot  "
"neutral","bbl bbl logistik gmbh kam als lz durch vietznitz gefahren und fuhr in ri  stendalerbahnbilderde "
"negative","hab meine orientierung komplett verloren na prima "
"neutral","mhh pinguine knnen nicht fliegen helge schneider  nowplaying"
"positive"," konzerte machen mich halt einfach glcklicher als mich mein restliches leben je machen knnte "
"neutral"," was wrde haftbefehl wohl frhstcken  "
"neutral","knod ap keine heilung original mix free download "
"positive"," brilliant  "
"neutral","bonus deutschlands exclusiver forex broker vergleich  vergleich erstklassiger forex "
"neutral","ich bin so voll kurz vorm platzen"
"neutral","gratis ein kostenloses steven king buch eurer wahl aktionsware ausgewhlte titel bei weltbild abholen "
"neutral","mark bell noch nicht fit  del  eishockey "
"neutral","lokales jahre ostbevern macht drei tage blau "
"negative"," alk gibts bei uns nicht ehefrau sw depressionen vorletzte stufe alk btm tabletten letzte stufe suizid alles muss bedacht wer"
"neutral","studie kolabel fr autos bei verbrauchern kaum bekannt  riester"
"neutral","potential programmer metal band name hbris"
"neutral","das schnelle breitband fr alle im land  dann mssen wirs auch machen gell   riesenhuber  btkonst"
"neutral"," und weg sind sie google filtert bestimmte asciizeichen aus der metadescription raus  bye bye "
"neutral","being soft grunge was so "
"neutral"," die haarfarbe war schon mal besser "
"positive","  manucure  french  nails  nailart  kiff  passion  likeit  nice  craquele "
"negative"," u wieviele d in zellen u krankenzimmern sitzen sitzen dort z unrecht u bekommen nicht d aufmerksamkeit wi"
"neutral","nachtspaziergang bei fast klarem sternenhimmel entschleunigen "
"positive"," kale chips life"
"neutral","venedig groer preis der jury fr film aus taiwan  "
"positive","pes endlich onlineprobleme behoben konami gab bekannt dass alle einschrnkungen behoben wurden "
"neutral","ak anne klein vneck top career blouse stretch black tan lace trim medium "
"neutral","schnell noch was zum kaffettrinken holen kaufland ost w "
"neutral"," aber was msste man denn dann konkret ndern  "
"neutral"," inwiefern drogen verteilt  "
"positive"," ich wohne nur in der region aber wrde nie so einem retortenverein und spielzeug vom hopp folgen  nurderhsv"
"neutral","hell dunkel hell dunkel hell dunkel hell dunkel das herz geht auf und tanzt und tanzt und chillt hell dunkel hell dunkel btw thats life lt"
"neutral","ptaadhoc amag austria metall ag ergebnis in schwierigem konjunkturumfeld weiterhin finanznachrichtende  brse"
"neutral","news neue ergebnisse fr prism prism wirft schatten ber sicherheitskonferenz computerwoche neben prism lag noch "
"neutral","wetterwerte wiehl temp c wind kmh druck hpa langsam steigend regen heute mm "
"neutral","macht bitte mit nur gemeinsam knnen wir was bewegen     "
"positive"," schatzii liebe dich  ltlt"
"neutral","jugend kunstschule "
"neutral","sex chat die schwarze sommergirl zeigt ihre geil enge und feuchte pussy "
"negative"," unzuverlssigkeit "
"positive"," megakuckmaleinvogel     s  "
"positive"," very cool  "
"neutral","nun gut argumentieren wir weshalb der schutz von daten wichtiger ist als der schutz vor terroranschlgen "
"neutral","insolvenz droht  firma rechtzeitig verkaufen  "
"positive"," endlich fertig falls ich dich i wann sehe bekommst du das bild i love u "
"positive"," nice freu mich schon "
"negative","ach scheiss gleis macht lrm  will penne "
"positive"," noch mehr input  htten wir noch frher aufgeben mssen  outofblue"
"positive","privatkino mit sternen das beste buch des jahres "
"positive"," ah super starke karikatur "
"neutral","bayern beweisen moral finalsieg nach rckstand beim audicup "
"neutral","mulle verliert unglcklich mit nach einigen chancen zwischenstand "
"negative"," da dachte ich mir was kann schon passieren dann aber nachgedacht was er alles einstellen knnte und so "
"neutral","ellen degeneres kehrt als oscarmoderatorin zurck zweiter einsatz fr den comedystar "
"positive"," dankeschn  "
"neutral","gutschein quelle deutschland wert euro gutschein gltig fr alle produkte der kategorie mbel mindestk "
"positive","not macht wrkli erfinderisch"
"neutral"," jepp diese kleinen bunten selbstklebenden zettel post it  "
"negative"," ziviler ungehorsam  wasfehlt  fsa"
"neutral","unbedingt x machen ein problem zu lsen lernen christoph badelt rektor der wu"
"neutral","die gen pokemon sind die besten nicht einmal gen und gen kommt daran"
"neutral","tcl lffcg zoll led backlight fernseher jetzt nur euro rund euro gespart "
"neutral","top arbeitgeber sucht inhouse consultant application management logistik job ulm"
"positive"," oh mein sohnemann wird auch heute gt jahre alt ohne lrm gt nur schne chinesische klnge lecker essen genossen "
"neutral"," heute kein home delivery beschftigte der posttochter  dhl home delivery streiken fr bessere jobs "
"positive"," der  vfb verpflichtet karim  haggui ich bin sehr glcklich nun ein spieler des vfb zu sein "
"neutral","weie sturisoma sehr selten demnchst abzugeben l welse brstadt aus meiner hobbyzucht biete ich demnchst "
"positive","  sehnsucht  heimat  schwarzwald "
"neutral","outrageous warm chicken nacho dip "
"neutral"," einsamen  "
"positive","hey uwe was machst du den auf dans channel   gutes video dan "
"neutral","scheine scheine kleiner stern "
"neutral","wer bitte sind  powerwolf die aktuelle nummer der albumcharts  "
"neutral","  frauen zum heiraten aus niedersterreich "
"neutral","karachi eid say qabal karachi stock exchange main zabardast teizi index points barh kar points par band rptf shahwani"
"positive","schn dass google zumindest diesen tollen dienst nicht einstellt  locationhistory "
"negative"," dort htte sich das drehbuch schon fast von alleine schreiben lassen knnen wurde aber wohl miserabel umgesetzt "
"neutral"," was ist es denn  was kann es und wo hast du es her  ist es ein neuer mixer  "
"neutral","breaking bad kreative leckerbissen verkrzen wartezeit "
